sourceCurrency,targetCurrency,sourceAmount
WST,USD,364.41
CLP,CHF,4920.91
CNY,ILS,31391.32
MYR,JPY,5.82
WST,LBP,318.67
TWD,USD,3088.48
GBP,TMT,427.61
AMD,AUD,266.35
CNY,BGN,36226.14
CHF,VES,45.03
TMT,MDL,669.25
LBP,CHF,258.51
TZS,CAD,370.27
CHF,ARS,4449.93
EUR,BHD,4456.78
CHF,SAR,276.04
SBD,JPY,4108.92
SEK,JPY,1050.38
JPY,BHD,283.64
CNY,SAR,878.45
CNY,INR,4.9
JPY,KZT,840.29
HRK,GBP,755.45
CNY,FJD,224.53
IRR,RSD,23.94
UAH,CNY,120.02
GEL,MXN,2787.93
HUF,DKK,34.98
USD,ARS,24500.39
JPY,TWD,22.25
IDR,JPY,28972.17
EUR,KWD,489.94
MKD,MYR,23.66
RON,JPY,391.48
JPY,BDT,575.31
EUR,AED,3816.18
VES,GBP,416.19
AUD,KZT,39.93
MYR,UYU,2060.41
KES,GBP,43724.02
HRK,CNY,9.15
CZK,CHF,427.12
EGP,TMT,19.29
PLN,CNY,2551.28
NOK,HUF,39242.92
AUD,UYU,3138.03
VND,USD,390.83
JPY,HKD,40426.93
QAR,LBP,2200.92
CAD,BOB,185.05
CHF,AUD,371.87
SAR,USD,10381.6
TWD,BRL,172.88
NOK,BGN,3931.5
PEN,JPY,194755.72
AUD,NOK,40.52
CAD,JOD,39215.45
ALL,JPY,32.78
SEK,EUR,47656.03
CNY,INR,259.93
GEL,KZT,207.2
MYR,EUR,2875.12
NZD,EUR,34.34
AZN,JPY,303963.94
CNY,UGX,437.52
CNY,MDL,394.25
JPY,PYG,2364.73
JOD,EUR,4098.73
JPY,MDL,126.5
AUD,EUR,1945.66
PHP,ARS,478.12
JOD,ZAR,717.06
PHP,RSD,1933.53
JOD,MDL,103.3
CNY,UGX,12.74
COP,SGD,79.03
HRK,USD,9.27
EUR,TZS,35446.32
GBP,KZT,193.17
NOK,CAD,810.29
OMR,AUD,38.39
NOK,NGN,15.2
USD,BHD,243.49
USD,HRK,4761.45
CNY,NZD,3.86
EUR,MAD,477.25
SEK,USD,461.89
PHP,GBP,21.63
CNY,RSD,25.08
USD,BOB,4803.84
GBP,LBP,1810.75
EUR,PLN,25023.27
USD,HKD,3805.77
RON,EUR,3.53
CHF,ALL,3432.31
GEL,MYR,2769.32
IRR,CAD,4941.11
CHF,AED,129.22
CLP,OMR,29.87
GBP,LKR,428.12
INR,EUR,477.21
PHP,QAR,168584.05
CHF,MXN,230.47
UZS,JPY,430.24
EGP,JPY,347.0
DKK,LKR,31.99
CLP,HRK,215.89
RUB,VES,156.42
TOP,EUR,1068.55
FJD,AUD,3256.87
BHD,CHF,410.82
CHF,ILS,288849.92
AMD,JPY,18.91
NZD,EUR,966.94
PYG,SAR,109.22
CNY,EUR,272.17
BHD,GBP,339.32
PGK,GBP,262574.89
CAD,MKD,2938.13
BDT,EUR,13.78
INR,UYU,170897.47
AUD,VES,82.93
LKR,ARS,17.4
CHF,AMD,980.03
CLP,DZD,9321.42
OMR,CNY,4727.32
BGN,PGK,4180.76
ZAR,EUR,411.25
AUD,RSD,4153.8
WST,EUR,648930.83
CHF,KRW,46197.96
JPY,IRR,241.56
PHP,CHF,2406.52
NGN,EUR,9612.54
SBD,USD,364.68
JOD,FJD,301.04
CHF,PKR,106.63
USD,LBP,1737.5
EUR,VES,64.28
RSD,SEK,1747.27
BOB,EUR,519.07
CNY,EUR,265.18
GEL,USD,708722.88
HKD,CNY,14518.27
CHF,BRL,3541.59
CNY,DKK,24903.75
CNY,EGP,16.95
TWD,GBP,32.35
NZD,KZT,410.83
CAD,MKD,45.41
EUR,UGX,36.25
UYU,CAD,18.05
SBD,BHD,42432.26
MKD,AUD,478159.39
JPY,OMR,207.63
CNY,GHS,17.47
RSD,PEN,247.66
ARS,AUD,89.01
CHF,BOB,20395.13
CHF,UGX,32.62
CZK,GBP,437.13
LBP,USD,3632.12
USD,SAR,317542.73
CNY,IDR,1940.99
WST,EUR,2269.72
USD,KES,4287.9
IRR,ALL,287.33
RON,ALL,459157.83
USD,FJD,37506.98
TZS,IRR,213.85
AUD,LBP,45.24
BHD,GBP,24832.9
COP,USD,3679.09
AUD,GBP,738.34
CNY,TND,44308.37
EUR,ILS,440.84
INR,CHF,627.83
MDL,CHF,1325.6
HRK,GBP,18.24
CZK,AUD,4084.37
IDR,AUD,43.8
PLN,GBP,39773.39
JPY,CNY,42.64
CNY,JPY,325.05
MXN,MKD,1.14
UZS,PGK,488.67
CHF,KRW,22.13
AUD,GBP,365150.38
TND,AED,13.34
FJD,UYU,100.08
CNY,MKD,3.52
INR,SGD,1218.22
TZS,BOB,4779.02
ZAR,GBP,574988.37
FJD,GBP,424.71
CAD,NOK,617.26
CHF,KRW,376612.65
ZAR,JPY,188.95
CAD,WST,719.58
CNY,KES,407.34
WST,MAD,308.79
PHP,AUD,1471.47
HUF,AUD,24.84
FJD,AUD,166.61
EUR,MYR,375.18
SEK,KRW,4653.04
JPY,PGK,17209.21
TMT,JPY,198.63
USD,UAH,775.64
UZS,CHF,1467.63
GBP,NOK,13.38
ZAR,TND,453534.41
UYU,JPY,106.49
CHF,MDL,49.85
TZS,VND,4284.56
KRW,TZS,49.2
WST,HUF,85934.1
GHS,PGK,15127.82
HRK,GEL,10.25
AUD,GBP,2295.27
SBD,CAD,2304.0
USD,QAR,3323.19
GEL,TOP,3389.86
CAD,CLP,4.98
PGK,GEL,37558.49
LKR,GBP,328.37
OMR,CAD,488.45
CAD,TND,4736.93
UGX,CHF,2418.13
AUD,ZAR,391.11
DZD,GBP,39073.56
BGN,THB,41287.33
HUF,USD,4718.65
BYN,ARS,31.96
RSD,JPY,136323.02
JPY,BHD,19.89
MAD,CAD,44.0
GBP,LKR,20.08
AMD,VUV,25.74
SAR,CHF,45858.74
CAD,AZN,250.25
HUF,ETB,13509.96
PEN,JPY,27.74
AZN,EUR,98.34
THB,OMR,2941.57
NZD,GBP,10.17
CHF,KES,36.55
AUD,JOD,428.3
GBP,VES,295.64
HRK,TOP,4230.67
KZT,CNY,43.88
CNY,UZS,132.95
EUR,BYN,42334.18
SGD,CAD,26731.17
CLP,CAD,679.2
GBP,CZK,72.75
INR,CHF,45.49
IDR,USD,391.66
ARS,USD,4759.5
GBP,NOK,327.71
AUD,USD,14.54
EUR,SEK,4433.77
CLP,CAD,131.82
SEK,AUD,3869.38
EUR,BRL,4477.89
WST,GBP,316963.14
CAD,UAH,109.55
MAD,SAR,3.0
USD,GEL,18405.65
PEN,AUD,135.31
SEK,SBD,44.76
PEN,HUF,14.0
VES,CNY,373.15
CNY,LBP,49616.61
USD,RSD,35.31
SBD,JPY,415.29
COP,USD,342.83
VND,USD,3938.84
AUD,KRW,27.13
HKD,RON,21060.16
JPY,ILS,32.53
JPY,CZK,10.3
MAD,PHP,34926.55
GBP,TZS,27.39
USD,TMT,18.14
PGK,UAH,41.1
AUD,PYG,253.67
SAR,GBP,69.52
IDR,KWD,47.42
PHP,CHF,4209.9
EUR,GBP,30.38
MDL,CAD,20.59
CHF,USD,609.57
CAD,ARS,299.78
ETB,EGP,4691.22
CZK,LBP,572.58
CHF,THB,8.8
GBP,IDR,38868.99
CHF,RUB,49531.36
MAD,ARS,19.26
INR,RON,66.12
CAD,UAH,41112.54
VND,PKR,32916.23
USD,AUD,4692.27
ILS,PEN,10.5
USD,TWD,2369.7
RON,NGN,28.19
FJD,AUD,1282.07
CAD,DKK,25952.81
IRR,CAD,52.51
ARS,GEL,395.2
WST,GBP,47.16
CNY,AED,49195.89
JOD,CNY,350.74
USD,GBP,22.18
GBP,TMT,498.55
FJD,GBP,2539.15
CHF,ILS,40.8
TWD,IRR,446.61
AUD,AMD,6.77
CAD,FJD,665181.11
EUR,USD,1.98
BRL,CHF,14.73
USD,HRK,415.6
JPY,NGN,332.09
CNY,CAD,3557.62
VES,CAD,44371.16
EUR,UAH,871.96
TZS,EUR,3453.25
SBD,GBP,89.69
MYR,HUF,2830.71
USD,OMR,634.52
EUR,DKK,8208.36
BYN,BOB,469.71
UZS,AUD,147.59
BRL,EUR,1583.05
TRY,EGP,4611.69
BYN,ARS,38.1
KRW,UZS,20654.3
UGX,CAD,40.49
JPY,AZN,255.27
BYN,JPY,18.04
EUR,PGK,192.28
CNY,AMD,19.37
USD,ZAR,31.9
VND,TRY,2179.3
SGD,BOB,265.13
INR,MKD,4931.01
DKK,ETB,25.22
CAD,UZS,2213.13
USD,TND,455.78
CZK,PKR,81139.96
VUV,CAD,314.96
NOK,AUD,445.11
AUD,EGP,46.73
USD,PEN,146.59
AED,BGN,32.11
JPY,NGN,333.39
CHF,DZD,4411.77
COP,USD,362.46
CHF,ETB,365.21
PKR,GBP,467.64
FJD,COP,4383.28
CNY,TRY,6.57
BHD,TMT,1964.2
PEN,JPY,327629.23
AUD,HKD,227.38
EUR,AED,177.29
USD,TRY,40.19
AMD,CHF,28.31
CAD,SGD,2913.35
AED,SAR,3235.54
RON,WST,19.23
HUF,CAD,353.16
HKD,JPY,3958.98
AMD,BGN,42.53
AED,CHF,2720.04
BYN,USD,198.35
GEL,GBP,1682.32
COP,EUR,131.72
USD,GEL,4291.83
GBP,KWD,414.5
PEN,MDL,237.64
EGP,USD,3281.81
AUD,SBD,8.65
GHS,AUD,272.47
HKD,CHF,18.79
CAD,BDT,1664.78
EUR,THB,475205.66
CAD,NOK,38.85
INR,MDL,1482.89
HKD,KWD,1937.41
HKD,JPY,14.33
UGX,EUR,4.8
MXN,USD,564.03
PLN,INR,466952.13
CNY,NZD,457.28
USD,TOP,17.89
AED,NZD,106.14
USD,PKR,2164.47
FJD,COP,499.07
JPY,PGK,29062.61
OMR,JPY,4587.97
ARS,TWD,2551.43
NGN,TOP,27.04
RSD,SAR,193.04
SBD,GBP,54.63
USD,DZD,25.12
AUD,JPY,222862.6
NGN,JPY,4929.42
OMR,JPY,4147.06
WST,BYN,1609.26
AUD,UYU,10.05
CHF,PEN,422.1
CNY,VUV,491.42
CNY,GBP,61516.32
QAR,EUR,94.13
LKR,PLN,39.62
OMR,CNY,492.17
CHF,KES,6.02
AUD,HRK,5242.75
PLN,AUD,3996.12
SEK,BYN,2554.84
GBP,USD,448.79
ARS,EUR,6.41
BHD,PLN,3073.32
TWD,JPY,11.1
CHF,SEK,7473.13
PEN,AUD,47.8
NZD,JPY,15373.24
PEN,MKD,42754.64
UZS,EUR,36513.78
DKK,CAD,23.98
USD,BYN,944100.46
JPY,AUD,89.61
INR,OMR,9835.82
GBP,INR,81898.33
AUD,TMT,125.57
TWD,CHF,399.16
CAD,AMD,8.61
ZAR,CNY,2593.17
CNY,MKD,101.31
JPY,CLP,27.78
QAR,OMR,7508.7
BYN,TRY,566.13
CNY,GBP,19.52
UZS,AUD,38.4
JPY,NOK,25.92
CAD,TMT,274.94
SBD,GBP,2818.45
AUD,NOK,199.63
KES,GBP,2101.74
EUR,KZT,328.45
PLN,GBP,2115.3
AUD,CHF,4937.93
USD,VUV,41153.8
PKR,BRL,217.78
CLP,GBP,4782.87
USD,KRW,2157.13
COP,PLN,1660.31
AMD,USD,1503.85
TMT,ETB,52.61
DZD,CHF,189.6
CNY,EUR,26204.38
DZD,KWD,396.98
HUF,CNY,211.37
UGX,CNY,491.76
GBP,FJD,271.44
THB,BYN,203.84
MAD,GBP,318.0
COP,CNY,407.84
GBP,ILS,2112.45
CNY,CLP,34.35
KRW,USD,317.86
TND,USD,348634.76
COP,UYU,28795.76
BRL,KWD,159.8
HUF,EGP,2251.22
PEN,GEL,580.58
JPY,ETB,171.06
MXN,JPY,16.41
AUD,PKR,226.47
UGX,CHF,2438.05
FJD,VUV,362.11
NZD,EUR,31.2
RSD,AUD,19124.02
UGX,TZS,4407.15
ALL,USD,3799.75
HKD,EUR,32.44
FJD,THB,124.79
USD,RON,40838.15
BRL,GBP,2444.66
EUR,TWD,4296.28
GBP,BRL,392.43
DKK,CNY,77.62
CLP,UAH,22558.85
JPY,SAR,3063.48
JOD,TZS,48.71
CAD,LKR,87.63
BDT,CNY,429.04
ARS,USD,6.38
CNY,VUV,12.13
VES,TMT,22.75
ILS,MKD,90.67
CHF,BHD,3648.68
ARS,TMT,41121.83
EUR,GEL,21.82
GEL,PHP,12594.86
USD,AZN,20754.12
HRK,CAD,41453.87
BDT,JPY,247893.36
BDT,CHF,11344.31
UZS,EUR,242.94
PKR,EUR,3352.72
EUR,TRY,15421.59
KWD,AUD,1.23
JPY,HUF,1645.88
SBD,KRW,356828.2
EUR,PGK,15.4
VND,CHF,13.71
AUD,UGX,1632.08
RON,JPY,18741.64
IDR,MXN,580.71
CNY,ETB,4326.91
VES,RSD,413.26
MYR,HRK,651.84
CHF,RON,4726.91
AUD,QAR,25717.05
EUR,PKR,16.45
CAD,UAH,3787.48
BGN,EUR,2859.7
CAD,EUR,23.14
BHD,KRW,450.6
AUD,EGP,24.01
USD,BOB,490.85
UYU,MXN,4390.59
JOD,JPY,4635.88
TZS,USD,19077.29
JPY,BDT,23.3
GBP,CAD,71.53
CAD,MYR,2658.87
EUR,CNY,339.18
CLP,VUV,4257.83
CNY,KWD,446.52
EUR,UYU,4395.17
PKR,GBP,455.26
EUR,JPY,260.91
ARS,USD,491.1
CNY,RSD,23.32
GHS,CNY,43.52
EUR,MDL,2774.29
MXN,INR,9.69
TWD,CHF,466.38
PLN,CHF,3326.96
EGP,CNY,291.23
PYG,GBP,123.43
COP,BRL,257483.01
AUD,ZAR,7026.56
EUR,NOK,32633.89
RUB,AUD,4785.64
TMT,AUD,39250.99
CHF,QAR,34.44
OMR,ILS,117.52
CHF,PYG,22.2
EUR,UAH,3022.85
CHF,USD,796.6
UGX,USD,7.97
EUR,MKD,277.09
BDT,MAD,45.85
GBP,HRK,2145.75
VND,JPY,1030.45
MXN,ARS,45446.84
KRW,JPY,360108.28
ETB,CNY,49.62
GBP,HUF,3572.23
AUD,RSD,17130.85
AUD,LKR,411.86
PLN,CAD,25.37
SGD,USD,367690.7
BGN,ILS,2565.69
COP,BGN,4602.49
PGK,GBP,31.15
LBP,MYR,20622.18
JPY,MYR,377.57
PYG,CHF,174.77
EUR,TMT,22.46
ETB,CAD,23280.5
JPY,KZT,34096.91
GBP,AUD,465.87
CHF,COP,6.98
VES,MXN,1039.62
KZT,JPY,26875.97
FJD,EUR,5.92
LBP,EUR,639.46
USD,TOP,45140.69
AZN,RSD,31.1
THB,USD,405.32
GBP,SAR,44.84
OMR,CAD,2082.26
CAD,OMR,240.36
GBP,RUB,4326.11
UYU,CHF,40.7
CAD,BDT,25400.76
BRL,USD,499.9
GBP,UGX,4.28
HRK,ALL,10.13
TND,CHF,27.71
EUR,PKR,481.14
GBP,VND,12.5
CAD,UAH,33.01
CHF,GEL,5168.92
MAD,CNY,270.23
AUD,CNY,49.64
AUD,DZD,307.41
AUD,PEN,32793.97
UAH,HUF,3672.22
VES,AUD,17.75
CNY,CHF,199.31
NOK,GBP,14888.72
JPY,GBP,10.52
RON,JPY,48961.96
IRR,IDR,381.04
CHF,VND,1359.18
JPY,THB,407.56
FJD,CHF,36.25
AZN,UYU,947.32
JPY,GBP,8055.98
JPY,BOB,159.41
CHF,GBP,349.0
PGK,INR,28231.61
EUR,RON,29.97
EUR,AED,45.26
AED,USD,305.32
EUR,GBP,3585.1
EUR,RUB,32.33
CNY,ETB,1876.4
TND,ARS,424.21
IDR,IRR,480.21
AUD,FJD,313.46
CZK,BRL,5582.43
ZAR,JPY,2944.32
THB,RUB,17.91
UGX,AED,2816.25
QAR,ZAR,277.49
USD,RUB,5527.8
LKR,AUD,416.09
INR,AED,1940.95
JPY,VUV,12.24
AMD,FJD,254989.19
MAD,CAD,1749.78
CNY,UYU,28.29
AUD,CNY,269.24
COP,AUD,27.22
NOK,ALL,2277.47
AED,GBP,37341.61
PKR,JOD,1250.13
ALL,PEN,4080.83
CNY,JOD,49275.84
HKD,CHF,78639.15
GBP,OMR,23.66
TWD,JPY,18480.65
JOD,BYN,107.47
EUR,NZD,74.76
USD,CAD,6889.97
CAD,MAD,370847.09
CNY,KWD,27.98
KZT,UAH,107.4
AZN,KRW,2551.4
USD,HKD,17726.53
KWD,BDT,3161.83
QAR,CHF,46.73
CNY,KES,392916.26
RON,EUR,404.53
AUD,ZAR,18.36
PGK,CNY,547390.74
CZK,USD,20848.17
USD,GHS,13.18
AMD,JPY,315.33
CAD,IDR,200.73
GBP,DZD,41.52
MXN,AUD,206.02
AMD,CNY,40.33
EUR,ZAR,38.21
QAR,NOK,4165.09
AUD,TOP,224.43
EUR,EGP,23450.54
COP,JOD,63.37
BRL,HUF,9.68
NOK,NZD,36.08
EUR,UYU,51.73
OMR,BHD,45.63
CLP,CNY,48.01
PKR,GBP,191157.08
GBP,TND,30318.31
INR,ALL,17.53
CHF,OMR,946.28
AMD,CAD,1767.03
CAD,SGD,51651.09
IRR,SAR,347399.11
MXN,UZS,4.64
EUR,TMT,12.65
SAR,OMR,25896.32
VUV,GBP,2065.72
USD,MDL,12453.6
TMT,SAR,6.59
JPY,KWD,297578.9
TWD,TRY,4665.55
AUD,INR,22.53
USD,TMT,4896.03
GHS,AED,2404.38
GHS,GBP,22692.97
IDR,ILS,1876.78
MKD,USD,3812.59
INR,CHF,14181.73
VUV,CNY,38.35
TND,ETB,13.51
USD,PGK,36355.95
CNY,CZK,95.13
PEN,SEK,257.77
TOP,CAD,20.94
AUD,CAD,1043.94
AUD,BRL,4874.13
CNY,DKK,350.74
MKD,BDT,1.69
AED,HKD,24.08
HUF,CAD,249.71
AUD,BOB,20.3
JPY,MXN,30.69
GBP,BYN,37.69
TND,CAD,15.89
CAD,THB,339.29
NZD,CNY,11971.26
TZS,EUR,4886.62
EUR,MAD,440.66
NGN,USD,161.33
CLP,HRK,610.99
SGD,USD,127.94
TMT,FJD,20693.81
BGN,UGX,125.64
CAD,CHF,4.41
MXN,MAD,4294.49
USD,AMD,496.49
TWD,CAD,1949.98
CAD,NZD,4940.62
JOD,EUR,146966.82
ZAR,CHF,191.66
CAD,NOK,254.84
UZS,PLN,3896.54
OMR,CAD,224.6
TOP,BDT,1097.29
AUD,THB,46.39
FJD,TWD,383.35
QAR,CNY,3280.91
MKD,MAD,184.99
EUR,AUD,18.04
TRY,CNY,23.4
MAD,JPY,8.88
UAH,EUR,165.79
INR,CAD,402.85
JPY,AED,112.69
EUR,SBD,286.15
CAD,CNY,3451.68
EUR,SBD,2730.78
CAD,BOB,23.7
TZS,SBD,117.86
CNY,EGP,2.21
CAD,PYG,207.46
MAD,EUR,128.0
AUD,INR,3890.76
USD,PEN,1278.39
UYU,CAD,106.89
GBP,EUR,47.51
NOK,BDT,11.9
GBP,MKD,17694.32
AMD,MYR,3623.09
ILS,NGN,2.6
JPY,VUV,352.81
CHF,MAD,21150.46
UGX,UYU,436.42
MXN,TZS,293.24
AUD,VUV,49.62
THB,PGK,16.93
SBD,CAD,4016.86
RON,RSD,460.76
IDR,EUR,391.24
USD,AMD,47.35
MAD,GBP,1671.22
JPY,BDT,12.88
NZD,CAD,1523.31
ARS,EUR,12904.45
BYN,USD,157.81
CAD,KES,40.86
EUR,JPY,15.05
GBP,NOK,65.69
TOP,USD,210.56
PKR,CNY,3491.95
JPY,AED,3485.06
EUR,ARS,448101.44
CHF,BOB,18.49
DKK,CAD,846.32
CNY,AMD,484686.17
MDL,AUD,172.94
USD,HRK,414.74
WST,PEN,357.19
CNY,RON,2794.51
IRR,GBP,24703.78
EUR,SBD,22.07
EGP,HKD,4308.08
JPY,CZK,110.71
AUD,JPY,35.31
DKK,AUD,37325.51
PEN,GBP,265633.2
CAD,ARS,44.05
CHF,TOP,478.36
WST,EUR,1127.32
USD,SBD,38.56
CHF,VUV,48.57
CNY,NGN,35.16
CHF,KES,801.36
CAD,PKR,10230.65
VND,CHF,499293.12
CHF,AMD,3223.02
TMT,AMD,498.8
THB,UZS,35692.72
TZS,LBP,19084.18
JPY,CAD,34.38
AUD,HUF,209.23
UAH,CAD,28.06
VUV,CNY,1206.92
KES,GBP,4279.3
CAD,FJD,8211.82
JPY,MXN,682.59
AED,CNY,2551.41
SAR,USD,496358.55
COP,VUV,39.76
AED,CHF,474.47
GBP,RUB,43.21
KES,RUB,48.79
NGN,USD,463.55
KZT,EUR,33424.11
GBP,FJD,34806.32
GBP,TMT,42.68
CNY,PGK,2336.84
AUD,BYN,2149.23
CHF,KES,149.38
MXN,EUR,38.75
BHD,EUR,7230.39
RON,USD,17.7
RSD,BDT,106.55
CNY,NOK,30.05
CHF,JOD,6.83
AED,BGN,10.37
ARS,VES,31686.84
NGN,CAD,21.63
UAH,AMD,387475.06
EUR,MKD,153.92
BOB,BRL,75.12
COP,RUB,742.0
LKR,BDT,2115.42
CAD,BOB,62.43
ETB,BOB,3573.06
DZD,CNY,40805.82
HKD,CHF,35.32
HKD,CNY,39.57
UAH,USD,3288.38
RUB,NGN,207.27
BOB,BYN,18.85
NGN,HKD,212.94
SEK,EUR,199.73
ARS,CHF,7.45
DKK,USD,48.63
CAD,TZS,22.05
BOB,JPY,15506.86
EUR,CZK,10.94
LBP,GBP,4481.16
MKD,BYN,343.48
MXN,CHF,49082.74
BYN,CHF,1481.45
CAD,VND,45.23
VUV,CNY,5840.79
CAD,CNY,444.08
AMD,USD,29.14
FJD,USD,13065.71
ZAR,UGX,392.09
NOK,GBP,2931.84
JPY,PGK,292.84
EUR,AED,26.66
KES,PHP,69.33
EUR,KES,15.02
MYR,CNY,1301.51
JPY,TND,2822.01
CZK,LBP,1621.4
AUD,EUR,46596.36
MKD,SAR,2986.81
TND,GBP,156.28
AUD,GEL,395.28
VND,ALL,1922.32
AUD,COP,7.88
SEK,CNY,4694.94
GBP,UYU,4500.23
NOK,EUR,4925.86
AUD,TRY,41.67
UGX,AUD,257.86
AUD,GHS,33.46
GEL,JPY,171.9
IDR,IRR,17208.83
HUF,AUD,200.68
VND,JPY,162.79
GBP,HKD,3832.78
OMR,IRR,472.45
KWD,UGX,29438.75
BHD,NGN,32206.06
GBP,MDL,1.09
UYU,USD,323.24
AUD,ZAR,99.35
KZT,CNY,393116.19
JPY,VND,44.94
SEK,CAD,4492.13
NZD,USD,3846.88
ARS,OMR,43825.27
MXN,VND,4551.85
PYG,HUF,4568.66
EUR,LKR,3327.79
GBP,WST,2395.97
CAD,VND,997.7
OMR,GEL,2536.26
EUR,GEL,1913.8
HRK,CAD,104.39
GBP,BDT,22.95
ALL,PYG,1460.22
AMD,CHF,31.39
MDL,EUR,38.27
USD,MXN,69.64
AUD,KES,2712.04
GBP,VES,153.03
COP,LKR,4357.4
EGP,CHF,49100.43
MXN,CAD,463.42
TND,LKR,191.98
JPY,SAR,24755.25
MXN,AUD,4356.69
CAD,BHD,10.21
BYN,RON,12028.94
CHF,PYG,4074.72
AUD,GBP,368.34
USD,PLN,48676.25
JPY,PEN,49.23
KWD,SEK,31355.49
PGK,USD,37.63
GBP,RON,24.38
IDR,EUR,247.8
GBP,JPY,1897.62
UZS,LBP,40.09
USD,IRR,21.72
RSD,BGN,2904.57
CNY,RUB,297.99
MKD,AUD,264.07
MXN,CNY,442.79
EGP,AUD,1.1
ALL,TZS,2108.22
ARS,EUR,352.06
CLP,AUD,462.01
HRK,USD,3655.19
AUD,CNY,45608.25
DKK,ARS,13.98
CZK,JPY,3786.22
CAD,NZD,31693.3
CNY,TOP,1609.93
CHF,CNY,15.64
RUB,CNY,254.25
EUR,CNY,1740.99
GHS,PGK,14088.59
UYU,CHF,2203.81
USD,NGN,6.24
CNY,GBP,4473.41
GBP,SAR,26.17
CAD,NGN,4055.57
GBP,DKK,147.58
GBP,IDR,1717.73
SEK,EUR,131.13
PKR,BYN,2931.51
COP,JPY,1980.9
BGN,AUD,41283.67
PGK,JPY,4595.25
TOP,ETB,328.59
JPY,MAD,4352.29
EUR,NOK,194.49
EUR,VUV,34.53
ETB,SEK,408.97
EUR,EGP,2594.68
GBP,UYU,832.71
GBP,FJD,21357.78
CNY,CLP,411.84
GBP,TWD,32281.17
CAD,PGK,439.05
JPY,CNY,47.76
EUR,CNY,26.47
JPY,BRL,31.4
DKK,CHF,3609.98
MKD,EUR,14.9
USD,HKD,58.34
DZD,USD,397.43
LBP,PGK,441.1
THB,CAD,297.06
JPY,ARS,441.38
JPY,ZAR,3799.95
CLP,SGD,2860.55
KES,SGD,394.53
PYG,CAD,30078.08
KWD,CHF,10.72
PKR,IRR,411.58
UGX,ARS,26.96
CHF,BYN,30934.88
CZK,TZS,49872.64
CHF,PGK,26.55
BRL,AUD,55.67
IDR,CHF,416.0
USD,DKK,1722.08
MXN,GBP,29.61
MXN,TOP,11163.99
UZS,SGD,1931.0
TMT,PKR,165.05
TND,AUD,20986.12
UAH,SAR,51043.44
GBP,RON,38.21
CZK,GBP,4002.14
EUR,COP,40025.81
CAD,SBD,215.94
CAD,GEL,452.78
KRW,DKK,389.82
RUB,EGP,272.39
BYN,CHF,32.31
UGX,UYU,1546.86
HKD,CNY,3417.36
SAR,UYU,12080.8
PGK,ETB,17252.42
AUD,KZT,124.04
VES,CNY,305182.57
SEK,AUD,1146.55
IRR,CNY,37.02
NZD,GBP,10034.07
CAD,CHF,7565.96
KWD,MYR,1148.68
CAD,PHP,302.26
KES,BGN,121.54
MAD,PGK,4402.66
JPY,IRR,37.65
JPY,SAR,49.67
CHF,DKK,153.61
PLN,USD,11.28
QAR,EUR,70.72
HUF,GBP,8370.94
DZD,JPY,11.67
ALL,MDL,49.51
RON,CHF,131298.5
KWD,GBP,193.43
FJD,GBP,26.52
HKD,CAD,2.59
KES,JPY,209.84
HKD,PKR,297.8
USD,TZS,34.79
CHF,VES,212.22
EUR,JPY,482.12
CHF,JPY,9610.51
JPY,GHS,1700.72
USD,CAD,15.48
HUF,SBD,3105.71
ARS,CAD,355.86
TMT,AUD,3763.22
AUD,DKK,160.04
USD,NOK,1112.57
HRK,CHF,162.7
LKR,AUD,3911.42
GBP,CHF,1349.88
BDT,GBP,40.03
JPY,AUD,262.18
CNY,AMD,440.21
VES,CNY,290.64
BHD,LBP,11630.84
ZAR,USD,14372.61
WST,USD,103.42
HUF,TND,150.35
USD,RSD,14.17
UYU,MXN,26658.85
SBD,CHF,292.41
AZN,GBP,4004.87
ETB,EUR,37.4
MYR,SGD,29.95
CHF,TZS,45286.34
VND,CNY,31.95
ARS,JPY,1133.35
CHF,SGD,3899.74
CAD,NZD,2446.36
CLP,BDT,26761.23
PLN,CHF,59822.06
GBP,ALL,4884.95
JPY,TWD,83.8
AED,HUF,428.71
WST,PEN,2711.91
USD,TRY,48.01
BHD,UAH,4059.56
EUR,ARS,36.23
TMT,FJD,26234.59
JPY,FJD,453.48
PHP,CHF,49.23
JPY,MXN,498.63
INR,TZS,10.87
BYN,RON,1923.59
CZK,CNY,294.13
PKR,EUR,2245.93
CNY,TRY,256.11
GEL,AUD,27224.62
CZK,CAD,3314.2
ZAR,DZD,4982.38
VUV,JPY,175.81
CNY,ETB,31.89
INR,CNY,29.12
GBP,NGN,379.82
RSD,UZS,3531.6
PYG,GBP,159.32
UAH,CHF,49.6
MKD,DKK,108.86
LBP,IRR,14.57
GEL,CNY,2071.97
SGD,CHF,18.61
BOB,CAD,1967.05
CNY,DKK,49.72
PLN,LKR,719.18
CAD,MDL,260.98
GBP,PKR,4152.18
JPY,PGK,40644.48
UGX,JPY,42.21
AUD,HKD,73.06
EUR,IRR,14091.44
CHF,ALL,28.83
HUF,SEK,25477.07
MXN,THB,20.24
CNY,ARS,36.08
GBP,NGN,39.74
VUV,CAD,114.59
COP,JPY,4018.99
OMR,AUD,2031.27
CHF,RON,3641.27
USD,OMR,1265.95
UYU,AUD,27374.84
USD,ARS,47963.83
EUR,VUV,1163.77
CZK,PLN,296.84
